observation_id,source_type,latitude,longitude,timestamp,depth_m,forecast_temperature,observed_temperature,forecast_salinity,observed_salinity,forecast_current,observed_current,forecast_ssh,observed_ssh,temp_error,salinity_error,current_error,ssh_error,abs_temp_error,abs_saln_error,abs_curr_error,abs_ssh_error,month,season,time_diff_hours,region_id,ocean_basin,observation_density,reliability_score,reliability_category
ARGO_5900000_R10,ARGO_FLOAT,2.0704,148.7196,2026-09-07 14:57:56,750.0,6.943,3.18,37.41,35.463,0.032,,-0.267,,3.7629999999999995,1.9469999999999956,,,3.7629999999999995,1.9469999999999956,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,23.4,Low Reliability
ARGO_5900000_R11,ARGO_FLOAT,2.0704,148.7196,2026-09-07 14:57:56,1000.0,3.191,2.537,38.014,35.641,0.026,,-0.267,,0.6539999999999999,2.3730000000000047,,,0.6539999999999999,2.3730000000000047,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,46.0,Low Reliability
ARGO_5900000_R12,ARGO_FLOAT,2.0704,148.7196,2026-09-07 14:57:56,1500.0,3.191,2.103,38.014,35.645,0.026,,-0.267,,1.0879999999999996,2.3689999999999998,,,1.0879999999999996,2.3689999999999998,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,41.7,Low Reliability
ARGO_5900000_R13,ARGO_FLOAT,2.0704,148.7196,2026-09-07 14:57:56,2000.0,3.191,2.217,38.014,35.498,0.026,,-0.267,,0.9739999999999998,2.5160000000000053,,,0.9739999999999998,2.5160000000000053,,,9,Autumn,0.0,SPAC,South Pacific Ocean,46,39.9,Low Reliability
ARGO_5900000_R14,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,0.0,27.785,27.521,37.064,35.153,0.156,,-0.267,,0.26399999999999935,1.9110000000000014,,,0.26399999999999935,1.9110000000000014,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,59.1,Low Reliability
ARGO_5900000_R15,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,10.0,27.454,26.612,37.132,35.236,0.254,,-0.267,,0.8420000000000023,1.8960000000000008,,,0.8420000000000023,1.8960000000000008,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,53.7,Low Reliability
ARGO_5900000_R16,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,20.0,26.209,25.678,36.827,35.098,0.229,,-0.267,,0.5309999999999988,1.7289999999999992,,,0.5309999999999988,1.7289999999999992,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,60.1,Low Reliability
ARGO_5900000_R17,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,50.0,24.2,23.064,37.081,35.188,0.241,,-0.267,,1.1359999999999992,1.8930000000000007,,,1.1359999999999992,1.8930000000000007,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,50.8,Low Reliability
ARGO_5900000_R18,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,100.0,20.439,19.245,36.944,35.319,0.121,,-0.267,,1.193999999999999,1.625,,,1.193999999999999,1.625,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,55.6,Low Reliability
ARGO_5900000_R19,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,150.0,20.439,16.109,36.944,35.268,0.121,,-0.267,,4.329999999999998,1.676000000000002,,,4.329999999999998,1.676000000000002,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,23.2,Low Reliability
ARGO_5900000_R20,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,200.0,14.865,13.448,37.294,35.45,0.052,,-0.267,,1.4169999999999998,1.843999999999994,,,1.4169999999999998,1.843999999999994,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,49.0,Low Reliability
ARGO_5900000_R21,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,300.0,14.865,9.885,37.294,35.381,0.052,,-0.267,,4.98,1.9129999999999967,,,4.98,1.9129999999999967,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,11.9,Low Reliability
ARGO_5900000_R22,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,400.0,6.943,7.249,37.41,35.419,0.032,,-0.267,,-0.30600000000000005,1.9909999999999997,,,0.30600000000000005,1.9909999999999997,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,57.1,Low Reliability
ARGO_5900000_R23,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,500.0,6.943,5.42,37.41,35.463,0.032,,-0.267,,1.5229999999999997,1.9469999999999956,,,1.5229999999999997,1.9469999999999956,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,45.8,Low Reliability
ARGO_5900000_R24,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,750.0,6.943,3.221,37.41,35.598,0.032,,-0.267,,3.7219999999999995,1.8119999999999976,,,3.7219999999999995,1.8119999999999976,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,26.5,Low Reliability
ARGO_5900000_R25,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,1000.0,3.191,2.611,38.014,35.611,0.026,,-0.267,,0.5799999999999996,2.403000000000006,,,0.5799999999999996,2.403000000000006,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,46.1,Low Reliability
ARGO_5900000_R26,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,1500.0,3.191,2.128,38.014,35.622,0.026,,-0.267,,1.0629999999999997,2.392000000000003,,,1.0629999999999997,2.392000000000003,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,41.5,Low Reliability
ARGO_5900000_R27,ARGO_FLOAT,2.0671,148.8545,2026-09-10 14:57:56,2000.0,3.191,1.918,38.014,35.675,0.026,,-0.267,,1.273,2.3390000000000057,,,1.273,2.3390000000000057,,,9,Autumn,72.0,SPAC,South Pacific Ocean,46,40.5,Low Reliability
ARGO_5900000_R28,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,0.0,27.785,28.072,37.064,35.049,0.156,,-0.267,,-0.28699999999999903,2.0150000000000006,,,0.28699999999999903,2.0150000000000006,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,56.8,Low Reliability
ARGO_5900000_R29,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,10.0,27.454,27.243,37.132,35.194,0.254,,-0.267,,0.21100000000000207,1.9379999999999953,,,0.21100000000000207,1.9379999999999953,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,59.1,Low Reliability
ARGO_5900000_R30,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,20.0,26.209,26.183,36.827,35.11,0.229,,-0.267,,0.0259999999999998,1.7169999999999987,,,0.0259999999999998,1.7169999999999987,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,65.4,Medium Reliability
ARGO_5900000_R31,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,50.0,24.2,23.517,37.081,35.249,0.241,,-0.267,,0.6829999999999998,1.8320000000000007,,,0.6829999999999998,1.8320000000000007,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,56.5,Low Reliability
ARGO_5900000_R32,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,100.0,20.439,19.646,36.944,35.222,0.121,,-0.267,,0.7929999999999993,1.7220000000000013,,,0.7929999999999993,1.7220000000000013,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,57.6,Low Reliability
ARGO_5900000_R33,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,150.0,20.439,16.329,36.944,35.189,0.121,,-0.267,,4.109999999999999,1.7550000000000026,,,4.109999999999999,1.7550000000000026,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,23.8,Low Reliability
ARGO_5900000_R34,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,200.0,14.865,13.842,37.294,35.287,0.052,,-0.267,,1.0229999999999997,2.006999999999998,,,1.0229999999999997,2.006999999999998,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,49.6,Low Reliability
ARGO_5900000_R35,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,300.0,14.865,9.814,37.294,35.351,0.052,,-0.267,,5.051,1.9429999999999978,,,5.051,1.9429999999999978,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,10.6,Low Reliability
ARGO_5900000_R36,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,400.0,6.943,7.344,37.41,35.435,0.032,,-0.267,,-0.4010000000000007,1.9749999999999943,,,0.4010000000000007,1.9749999999999943,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,56.5,Low Reliability
ARGO_5900000_R37,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,500.0,6.943,5.381,37.41,35.354,0.032,,-0.267,,1.5619999999999994,2.0559999999999974,,,1.5619999999999994,2.0559999999999974,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,43.3,Low Reliability
ARGO_5900000_R38,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,750.0,6.943,3.371,37.41,35.486,0.032,,-0.267,,3.5719999999999996,1.9239999999999995,,,3.5719999999999996,1.9239999999999995,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,25.8,Low Reliability
ARGO_5900000_R39,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,1000.0,3.191,2.482,38.014,35.505,0.026,,-0.267,,0.7089999999999996,2.5090000000000003,,,0.7089999999999996,2.5090000000000003,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,42.7,Low Reliability
ARGO_5900000_R40,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,1500.0,3.191,1.897,38.014,35.576,0.026,,-0.267,,1.2939999999999998,2.4380000000000024,,,1.2939999999999998,2.4380000000000024,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,38.3,Low Reliability
ARGO_5900000_R41,ARGO_FLOAT,1.8874,148.7606,2026-09-13 14:57:56,2000.0,3.191,2.042,38.014,35.582,0.026,,-0.267,,1.149,2.432000000000002,,,1.149,2.432000000000002,,,9,Autumn,144.0,SPAC,South Pacific Ocean,46,39.9,Low Reliability
ARGO_5900001_R42,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,0.0,27.677,27.601,37.182,35.253,0.193,,-0.074,,0.07600000000000051,1.929000000000002,,,0.07600000000000051,1.929000000000002,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,60.7,Low Reliability
ARGO_5900001_R43,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,10.0,27.057,26.593,37.132,35.269,0.186,,-0.074,,0.46399999999999864,1.8629999999999995,,,0.46399999999999864,1.8629999999999995,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,58.1,Low Reliability
ARGO_5900001_R44,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,20.0,26.021,25.702,37.21,35.285,0.17,,-0.074,,0.31899999999999906,1.9250000000000043,,,0.31899999999999906,1.9250000000000043,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,58.3,Low Reliability
ARGO_5900001_R45,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,50.0,23.631,23.011,37.245,35.376,0.099,,-0.074,,0.620000000000001,1.8689999999999998,,,0.620000000000001,1.8689999999999998,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,56.4,Low Reliability
ARGO_5900001_R46,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,100.0,20.634,19.088,37.222,35.311,0.168,,-0.074,,1.5459999999999994,1.9110000000000014,,,1.5459999999999994,1.9110000000000014,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,46.3,Low Reliability
ARGO_5900001_R47,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,150.0,20.634,16.294,37.222,35.317,0.168,,-0.074,,4.34,1.9050000000000011,,,4.34,1.9050000000000011,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,18.5,Low Reliability
ARGO_5900001_R48,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,200.0,14.708,13.423,37.362,35.433,0.076,,-0.074,,1.2850000000000001,1.929000000000002,,,1.2850000000000001,1.929000000000002,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,48.6,Low Reliability
ARGO_5900001_R49,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,300.0,14.708,9.57,37.362,35.436,0.076,,-0.074,,5.138,1.926000000000002,,,5.138,1.926000000000002,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,10.1,Low Reliability
ARGO_5900001_R50,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,400.0,7.397,7.29,37.556,35.435,0.107,,-0.074,,0.1070000000000002,2.120999999999995,,,0.1070000000000002,2.120999999999995,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,56.5,Low Reliability
ARGO_5900001_R51,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,500.0,7.397,5.523,37.556,35.689,0.107,,-0.074,,1.8740000000000006,1.8669999999999973,,,1.8740000000000006,1.8669999999999973,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,43.9,Low Reliability
ARGO_5900001_R52,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,750.0,7.397,3.316,37.556,35.688,0.107,,-0.074,,4.081,1.867999999999995,,,4.081,1.867999999999995,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,21.8,Low Reliability
ARGO_5900001_R53,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,1000.0,2.897,2.407,38.205,35.683,0.077,,-0.074,,0.48999999999999977,2.5219999999999985,,,0.48999999999999977,2.5219999999999985,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,44.7,Low Reliability
ARGO_5900001_R54,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,1500.0,2.897,1.924,38.205,35.724,0.077,,-0.074,,0.9729999999999999,2.4810000000000016,,,0.9729999999999999,2.4810000000000016,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,40.6,Low Reliability
ARGO_5900001_R55,ARGO_FLOAT,8.5129,110.9187,2026-09-07 14:57:56,2000.0,2.897,1.987,38.205,35.839,0.077,,-0.074,,0.9099999999999997,2.3659999999999997,,,0.9099999999999997,2.3659999999999997,,,9,Autumn,0.0,EQT,Equatorial Ocean,45,43.6,Low Reliability
ARGO_5900001_R56,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,0.0,27.677,27.772,37.182,35.011,0.193,,-0.074,,-0.09499999999999886,2.1709999999999994,,,0.09499999999999886,2.1709999999999994,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,55.6,Low Reliability
ARGO_5900001_R57,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,10.0,27.057,26.679,37.132,35.045,0.186,,-0.074,,0.3780000000000001,2.086999999999996,,,0.3780000000000001,2.086999999999996,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,54.5,Low Reliability
ARGO_5900001_R58,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,20.0,26.021,26.005,37.21,35.135,0.17,,-0.074,,0.01600000000000179,2.075000000000003,,,0.01600000000000179,2.075000000000003,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,58.3,Low Reliability
ARGO_5900001_R59,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,50.0,23.631,23.006,37.245,35.093,0.099,,-0.074,,0.625,2.151999999999994,,,0.625,2.151999999999994,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,50.7,Low Reliability
ARGO_5900001_R60,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,100.0,20.634,19.154,37.222,35.182,0.168,,-0.074,,1.4800000000000004,2.039999999999999,,,1.4800000000000004,2.039999999999999,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,44.4,Low Reliability
ARGO_5900001_R61,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,150.0,20.634,15.988,37.222,35.264,0.168,,-0.074,,4.646000000000001,1.9579999999999984,,,4.646000000000001,1.9579999999999984,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,14.4,Low Reliability
ARGO_5900001_R62,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,200.0,14.708,13.666,37.362,35.274,0.076,,-0.074,,1.0419999999999998,2.088000000000001,,,1.0419999999999998,2.088000000000001,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,47.8,Low Reliability
ARGO_5900001_R63,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,300.0,14.708,9.6,37.362,35.316,0.076,,-0.074,,5.1080000000000005,2.0459999999999994,,,5.1080000000000005,2.0459999999999994,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,10.0,Low Reliability
ARGO_5900001_R64,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,400.0,7.397,7.267,37.556,35.392,0.107,,-0.074,,0.1299999999999999,2.1639999999999944,,,0.1299999999999999,2.1639999999999944,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,55.4,Low Reliability
ARGO_5900001_R65,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,500.0,7.397,5.518,37.556,35.324,0.107,,-0.074,,1.8790000000000004,2.2319999999999993,,,1.8790000000000004,2.2319999999999993,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,36.6,Low Reliability
ARGO_5900001_R66,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,750.0,7.397,3.263,37.556,35.482,0.107,,-0.074,,4.134,2.073999999999998,,,4.134,2.073999999999998,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,17.2,Low Reliability
ARGO_5900001_R67,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,1000.0,2.897,2.722,38.205,35.585,0.077,,-0.074,,0.17499999999999982,2.6199999999999974,,,0.17499999999999982,2.6199999999999974,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,45.9,Low Reliability
ARGO_5900001_R68,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,1500.0,2.897,2.009,38.205,35.649,0.077,,-0.074,,0.8879999999999999,2.5559999999999974,,,0.8879999999999999,2.5559999999999974,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,40.0,Low Reliability
ARGO_5900001_R69,ARGO_FLOAT,8.5931,110.941,2026-09-10 14:57:56,2000.0,2.897,2.058,38.205,35.604,0.077,,-0.074,,0.839,2.600999999999999,,,0.839,2.600999999999999,,,9,Autumn,72.0,EQT,Equatorial Ocean,45,39.6,Low Reliability
ARGO_5900001_R70,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,0.0,27.677,27.553,37.182,35.318,0.193,,-0.074,,0.12399999999999878,1.8640000000000043,,,0.12399999999999878,1.8640000000000043,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,61.5,Low Reliability
ARGO_5900001_R71,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,10.0,27.057,26.411,37.132,35.194,0.186,,-0.074,,0.6459999999999972,1.9379999999999953,,,0.6459999999999972,1.9379999999999953,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,54.8,Low Reliability
ARGO_5900001_R72,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,20.0,26.021,25.35,37.21,35.341,0.17,,-0.074,,0.6709999999999994,1.8689999999999998,,,0.6709999999999994,1.8689999999999998,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,55.9,Low Reliability
ARGO_5900001_R73,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,50.0,23.631,22.891,37.245,35.278,0.099,,-0.074,,0.740000000000002,1.9669999999999987,,,0.740000000000002,1.9669999999999987,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,53.3,Low Reliability
ARGO_5900001_R74,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,100.0,20.634,19.194,37.222,35.355,0.168,,-0.074,,1.4400000000000013,1.8670000000000044,,,1.4400000000000013,1.8670000000000044,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,48.3,Low Reliability
ARGO_5900001_R75,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,150.0,20.634,15.93,37.222,35.49,0.168,,-0.074,,4.704000000000001,1.7319999999999993,,,4.704000000000001,1.7319999999999993,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,18.3,Low Reliability
ARGO_5900001_R76,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,200.0,14.708,13.468,37.362,35.53,0.076,,-0.074,,1.2400000000000002,1.8320000000000007,,,1.2400000000000002,1.8320000000000007,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,51.0,Low Reliability
ARGO_5900001_R77,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,300.0,14.708,9.711,37.362,35.496,0.076,,-0.074,,4.997,1.8659999999999997,,,4.997,1.8659999999999997,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,12.7,Low Reliability
ARGO_5900001_R78,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,400.0,7.397,7.24,37.556,35.538,0.107,,-0.074,,0.15700000000000003,2.0180000000000007,,,0.15700000000000003,2.0180000000000007,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,58.1,Low Reliability
ARGO_5900001_R79,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,500.0,7.397,5.497,37.556,35.554,0.107,,-0.074,,1.9000000000000004,2.0019999999999953,,,1.9000000000000004,2.0019999999999953,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,41.0,Low Reliability
ARGO_5900001_R80,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,750.0,7.397,3.175,37.556,35.654,0.107,,-0.074,,4.222,1.901999999999994,,,4.222,1.901999999999994,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,19.7,Low Reliability
ARGO_5900001_R81,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,1000.0,2.897,2.551,38.205,35.813,0.077,,-0.074,,0.34599999999999964,2.391999999999996,,,0.34599999999999964,2.391999999999996,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,48.7,Low Reliability
ARGO_5900001_R82,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,1500.0,2.897,2.033,38.205,35.771,0.077,,-0.074,,0.8639999999999999,2.4339999999999975,,,0.8639999999999999,2.4339999999999975,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,42.7,Low Reliability
ARGO_5900001_R83,ARGO_FLOAT,8.4955,110.868,2026-09-13 14:57:56,2000.0,2.897,2.011,38.205,35.72,0.077,,-0.074,,0.8859999999999997,2.4849999999999994,,,0.8859999999999997,2.4849999999999994,,,9,Autumn,144.0,EQT,Equatorial Ocean,45,41.4,Low Reliability
ARGO_5900002_R84,ARGO_FLOAT,-56.5963,-35.0543,2026-09-07 14:57:56,0.0,15.048,15.247,33.784,34.108,0.119,,-0.177,,-0.19899999999999984,-0.32399999999999807,,,0.19899999999999984,0.32399999999999807,,,9,Autumn,0.0,SATL,South Atlantic Ocean,45,91.5,High Reliability
ARGO_5900002_R85,ARGO_FLOAT,-56.5963,-35.0543,2026-09-07 14:57:56,10.0,14.633,14.95,33.768,34.148,0.19,,-0.177,,-0.31700000000000017,-0.38000000000000256,,,0.31700000000000017,0.38000000000000256,,,9,Autumn,0.0,SATL,South Atlantic Ocean,45,89.2,High Reliability
ARGO_5900002_R86,ARGO_FLOAT,-56.5963,-35.0543,2026-09-07 14:57:56,20.0,13.727,14.517,33.998,34.131,0.095,,-0.177,,-0.7899999999999991,-0.13300000000000267,,,0.7899999999999991,0.13300000000000267,,,9,Autumn,0.0,SATL,South Atlantic Ocean,45,89.4,High Reliability
ARGO_5900002_R87,ARGO_FLOAT,-56.5963,-35.0543,2026-09-07 14:57:56,50.0,12.831,13.054,34.178,34.142,0.072,,-0.177,,-0.22300000000000075,0.03599999999999426,,,0.22300000000000075,0.03599999999999426,,,9,Autumn,0.0,SATL,South Atlantic Ocean,45,97.1,High Reliability
ARGO_5900002_R88,ARGO_FLOAT,-56.5963,-35.0543,2026-09-07 14:57:56,100.0,11.065,10.919,33.862,34.109,0.056,,-0.177,,0.14599999999999902,-0.2469999999999999,,,0.14599999999999902,0.2469999999999999,,,9,Autumn,0.0,SATL,South Atlantic Ocean,45,93.6,High Reliability
